Date,City,Country,% Change In Waze Driven Miles/KMs
"Jun 7, 2020",Petaling Jaya,Malaysia,-0.44
"Jun 7, 2020",Irvine,United States,-0.43
"Jun 7, 2020",Hartford,United States,-0.43
"Jun 7, 2020",New York,United States,-0.42
"Jun 7, 2020",Liverpool,United Kingdom,-0.42
"Jun 7, 2020",Guarulhos,Brazil,-0.42
"Jun 7, 2020",Cambridge,United States,-0.41
"Jun 7, 2020",Washington,United States,-0.4
"Jun 7, 2020",Quebec City,Canada,-0.4
"Jun 7, 2020",Singapore,Singapore,-0.4
"Jun 7, 2020",Puchong,Malaysia,-0.4
"Jun 7, 2020",Toronto,Canada,-0.38
"Jun 7, 2020",San Jose,United States,-0.38
"Jun 7, 2020",Philadelphia,United States,-0.37
"Jun 7, 2020",Doha,Qatar,-0.37
"Jun 7, 2020",Chicago,United States,-0.37
"Jun 7, 2020",Pittsburgh,United States,-0.36
"Jun 7, 2020",Austin,United States,-0.35
"Jun 7, 2020",Lille,France,-0.35
"Jun 7, 2020",Curitiba,Brazil,-0.34
"Jun 7, 2020",Phoenix,United States,-0.34
"Jun 7, 2020",Rotterdam,Netherlands,-0.33
"Jun 7, 2020",Minneapolis,United States,-0.33
"Jun 7, 2020",San Antonio,United States,-0.32
"Jun 7, 2020",Ottawa,Canada,-0.32
"Jun 7, 2020",Denver,United States,-0.32
"Jun 7, 2020",Dallas,United States,-0.31
"Jun 7, 2020",Atlanta,United States,-0.31
"Jun 7, 2020",Montevideo,Uruguay,-0.31
"Jun 7, 2020",Montreal,Canada,-0.3
"Jun 7, 2020",Baltimore,United States,-0.29
"Jun 7, 2020",Cincinnati,United States,-0.29
"Jun 7, 2020",Houston,United States,-0.29
"Jun 7, 2020",Nashville,United States,-0.28
"Jun 7, 2020",Bucharest,Romania,-0.27
"Jun 7, 2020",Fort Worth,United States,-0.27
"Jun 7, 2020",Gold Coast,Australia,-0.25
"Jun 7, 2020",Jersey City,United States,-0.25
"Jun 7, 2020",Porto Alegre,Brazil,-0.23
"Jun 7, 2020",Warsaw,Poland,-0.23
"Jun 7, 2020",Rome,Italy,-0.22
"Jun 7, 2020",Charlotte,United States,-0.22
"Jun 7, 2020",Vaughan,Canada,-0.22
"Jun 7, 2020",Hamilton,Canada,-0.21
"Jun 7, 2020",Raleigh,United States,-0.19
"Jun 7, 2020",Bratislava,Slovakia,-0.19
"Jun 7, 2020",Toulouse,France,-0.19
"Jun 7, 2020",Paris,France,-0.18
"Jun 7, 2020",South Tangerang,Indonesia,-0.18
"Jun 7, 2020",Brisbane,Australia,-0.17
"Jun 7, 2020",Marseille,France,-0.15
"Jun 7, 2020",Jerusalem,Israel,-0.15
"Jun 7, 2020",Perth,Australia,-0.15
"Jun 7, 2020",Brussels,Belgium,-0.14
"Jun 7, 2020",Budapest,Hungary,-0.13
"Jun 7, 2020",Lyon,France,-0.12
"Jun 7, 2020",Berlin,Germany,-0.11
"Jun 7, 2020",Petah Tikva,Israel,-0.1
"Jun 7, 2020",Bordeaux,France,-0.08
"Jun 7, 2020",Rishon Letsiyon,Israel,-0.07
"Jun 7, 2020",Lviv,Ukraine,-0.03
"Jun 7, 2020",Ramat Gan,Israel,-0.02
"Jun 7, 2020",Be'er Sheva,Israel,-0.01
"Jun 7, 2020",Tel Aviv-Yafo,Israel,-0.01
"Jun 7, 2020",Haifa,Israel,0.01
"Jun 7, 2020",Kaunas,Lithuania,0.01
"Jun 7, 2020",Stockholm,Sweden,0.03
"Jun 7, 2020",Brno,Czechia,0.07
"Jun 7, 2020",Prague,Czechia,0.08
"Jun 7, 2020",Riga,Latvia,0.08
"Jun 7, 2020",Vilnius,Lithuania,0.15
"Jun 7, 2020",Kyiv,Ukraine,0.3
"Jun 6, 2020",Cali,Colombia,-0.82
"Jun 6, 2020",Miami Beach,United States,-0.8
"Jun 6, 2020",New Orleans,United States,-0.79
"Jun 6, 2020",Makati,Philippines,-0.75
"Jun 6, 2020",Manchester,United Kingdom,-0.73
"Jun 6, 2020",Pittsburgh,United States,-0.71
"Jun 6, 2020",Jakarta,Indonesia,-0.7
"Jun 6, 2020",Ipoh,Malaysia,-0.7
"Jun 6, 2020",Barcelona,Spain,-0.69
"Jun 6, 2020",Florianopolis,Brazil,-0.69
"Jun 6, 2020",Ghent,Belgium,-0.68
"Jun 6, 2020",Lima,Peru,-0.67
"Jun 6, 2020",Mexico City,Mexico,-0.66
"Jun 6, 2020",Buenos Aires,Argentina,-0.65
"Jun 6, 2020",Bogota,Colombia,-0.65
"Jun 6, 2020",Recife,Brazil,-0.64
"Jun 6, 2020",Brasilia,Brazil,-0.64
"Jun 6, 2020",Quezon City,Philippines,-0.63
"Jun 6, 2020",Denver,United States,-0.63
"Jun 6, 2020",South Tangerang,Indonesia,-0.63
"Jun 6, 2020",Quito,Ecuador,-0.62
"Jun 6, 2020",Miami,United States,-0.61
"Jun 6, 2020",Lisbon,Portugal,-0.61
"Jun 6, 2020",Puebla City,Mexico,-0.6
"Jun 6, 2020",Johor Bahru,Malaysia,-0.6
"Jun 6, 2020",Tampa,United States,-0.59
"Jun 6, 2020",Portland,United States,-0.58
"Jun 6, 2020",Santiago De Queretaro,Mexico,-0.58
"Jun 6, 2020",Salvador,Brazil,-0.57
"Jun 6, 2020",Los Angeles,United States,-0.57
"Jun 6, 2020",Santiago,Chile,-0.57
"Jun 6, 2020",San Francisco,United States,-0.57
"Jun 6, 2020",Irvine,United States,-0.57
"Jun 6, 2020",Rio De Janeiro,Brazil,-0.56
"Jun 6, 2020",Madrid,Spain,-0.55
"Jun 6, 2020",Orlando,United States,-0.55
"Jun 6, 2020",Monterrey,Mexico,-0.55
"Jun 6, 2020",San Diego,United States,-0.55
"Jun 6, 2020",Boston,United States,-0.55
"Jun 6, 2020",Amsterdam,Netherlands,-0.54
"Jun 6, 2020",Birmingham,United Kingdom,-0.54
"Jun 6, 2020",San Jose,United States,-0.54
"Jun 6, 2020",Ottawa,Canada,-0.53
"Jun 6, 2020",Medellin,Colombia,-0.53
"Jun 6, 2020",Bristol,United Kingdom,-0.53
"Jun 6, 2020",Vaughan,Canada,-0.52
"Jun 6, 2020",Luton,United Kingdom,-0.52
"Jun 6, 2020",Sydney,Australia,-0.51
"Jun 6, 2020",San Jose,Costa Rica,-0.51
"Jun 6, 2020",Mississauga,Canada,-0.5
"Jun 6, 2020",Philadelphia,United States,-0.5
"Jun 6, 2020",Manila,Philippines,-0.5
"Jun 6, 2020",Cape Town,South Africa,-0.5
"Jun 6, 2020",Seattle,United States,-0.5
"Jun 6, 2020",Washington,United States,-0.49
"Jun 6, 2020",Guadalajara,Mexico,-0.49
"Jun 6, 2020",Fort Lauderdale,United States,-0.49
"Jun 6, 2020",Kuala Lumpur,Malaysia,-0.49
"Jun 6, 2020",Hartford,United States,-0.49
"Jun 6, 2020",San Antonio,United States,-0.49
"Jun 6, 2020",Zapopan,Mexico,-0.49
"Jun 6, 2020",Oakland,United States,-0.48
"Jun 6, 2020",Austin,United States,-0.48
"Jun 6, 2020",New York,United States,-0.48
"Jun 6, 2020",Detroit,United States,-0.48
"Jun 6, 2020",Cambridge,United States,-0.48
"Jun 6, 2020",Belo Horizonte,Brazil,-0.47
"Jun 6, 2020",Liverpool,United Kingdom,-0.47
"Jun 6, 2020",Atlanta,United States,-0.47
"Jun 6, 2020",Toronto,Canada,-0.47
"Jun 6, 2020",Sao Paulo,Brazil,-0.46
"Jun 6, 2020",Brussels,Belgium,-0.46
"Jun 6, 2020",London,United Kingdom,-0.46
"Jun 6, 2020",Quebec City,Canada,-0.46
"Jun 6, 2020",Bekasi,Indonesia,-0.45
"Jun 6, 2020",Maipu,Chile,-0.45
"Jun 6, 2020",Antwerp,Belgium,-0.45
"Jun 6, 2020",Chicago,United States,-0.44
"Jun 6, 2020",Phoenix,United States,-0.44
"Jun 6, 2020",Baltimore,United States,-0.43
"Jun 6, 2020",Dallas,United States,-0.43
"Jun 6, 2020",Minneapolis,United States,-0.43
"Jun 6, 2020",Calgary,Canada,-0.43
"Jun 6, 2020",Guarulhos,Brazil,-0.42
"Jun 6, 2020",Singapore,Singapore,-0.42
"Jun 6, 2020",Sacramento,United States,-0.42
"Jun 6, 2020",Fortaleza,Brazil,-0.41
"Jun 6, 2020",Petaling Jaya,Malaysia,-0.4
"Jun 6, 2020",Houston,United States,-0.38
"Jun 6, 2020",Nashville,United States,-0.37
"Jun 6, 2020",Tangerang,Indonesia,-0.37
"Jun 6, 2020",Milan,Italy,-0.37
"Jun 6, 2020",Doha,Qatar,-0.37
"Jun 6, 2020",Las Condes,Chile,-0.37
"Jun 6, 2020",Shah Alam,Malaysia,-0.36
"Jun 6, 2020",Vitoria,Brazil,-0.35
"Jun 6, 2020",Jersey City,United States,-0.35
"Jun 6, 2020",Berlin,Germany,-0.35
"Jun 6, 2020",Charlotte,United States,-0.34
"Jun 6, 2020",Warsaw,Poland,-0.33
"Jun 6, 2020",Lyon,France,-0.33
"Jun 6, 2020",Rome,Italy,-0.33
"Jun 6, 2020",Raleigh,United States,-0.33
"Jun 6, 2020",Melbourne,Australia,-0.32
"Jun 6, 2020",Rotterdam,Netherlands,-0.32
"Jun 6, 2020",Fort Worth,United States,-0.32
"Jun 6, 2020",Cincinnati,United States,-0.3
"Jun 6, 2020",Bordeaux,France,-0.29
"Jun 6, 2020",Montreal,Canada,-0.29
"Jun 6, 2020",Bratislava,Slovakia,-0.29
"Jun 6, 2020",Bucharest,Romania,-0.28
"Jun 6, 2020",Paris,France,-0.27
"Jun 6, 2020",Curitiba,Brazil,-0.26
"Jun 6, 2020",Jerusalem,Israel,-0.25
"Jun 6, 2020",Puchong,Malaysia,-0.24
"Jun 6, 2020",Krakow,Poland,-0.24
"Jun 6, 2020",Porto Alegre,Brazil,-0.22
"Jun 6, 2020",Petah Tikva,Israel,-0.22
"Jun 6, 2020",Budapest,Hungary,-0.17
"Jun 6, 2020",Stockholm,Sweden,-0.17
"Jun 6, 2020",Haifa,Israel,-0.16
"Jun 6, 2020",Brisbane,Australia,-0.16
"Jun 6, 2020",Lille,France,-0.16
"Jun 6, 2020",Vilnius,Lithuania,-0.16
"Jun 6, 2020",Montevideo,Uruguay,-0.15
"Jun 6, 2020",Tel Aviv-Yafo,Israel,-0.14
"Jun 6, 2020",Hamilton,Canada,-0.14
"Jun 6, 2020",Be'er Sheva,Israel,-0.13
"Jun 6, 2020",Prague,Czechia,-0.12
"Jun 6, 2020",Toulouse,France,-0.09
"Jun 6, 2020",Lviv,Ukraine,-0.08
"Jun 6, 2020",Riga,Latvia,-0.07
"Jun 6, 2020",Marseille,France,-0.03
"Jun 6, 2020",Kaunas,Lithuania,-0.03
"Jun 6, 2020",Rishon Letsiyon,Israel,-0.02
"Jun 6, 2020",Perth,Australia,0.03
"Jun 6, 2020",Brno,Czechia,0.05
"Jun 6, 2020",Ramat Gan,Israel,0.05
"Jun 6, 2020",Gold Coast,Australia,0.16
"Jun 6, 2020",Kyiv,Ukraine,0.22
"Jun 5, 2020",Luton,United Kingdom,-0.88
"Jun 5, 2020",Hartford,United States,-0.86
"Jun 5, 2020",Vitoria,Brazil,-0.84
"Jun 5, 2020",Seattle,United States,-0.83
"Jun 5, 2020",New Orleans,United States,-0.79
"Jun 5, 2020",Pittsburgh,United States,-0.75
"Jun 5, 2020",Manchester,United Kingdom,-0.68
"Jun 5, 2020",Makati,Philippines,-0.68
"Jun 5, 2020",Miami,United States,-0.68
"Jun 5, 2020",Lima,Peru,-0.68
"Jun 5, 2020",Brasilia,Brazil,-0.66
"Jun 5, 2020",Jakarta,Indonesia,-0.66
"Jun 5, 2020",Mexico City,Mexico,-0.64
"Jun 5, 2020",Quezon City,Philippines,-0.63
"Jun 5, 2020",Minneapolis,United States,-0.63
"Jun 5, 2020",Madrid,Spain,-0.63
"Jun 5, 2020",Monterrey,Mexico,-0.62
"Jun 5, 2020",Ottawa,Canada,-0.61
"Jun 5, 2020",Manila,Philippines,-0.61
"Jun 5, 2020",Recife,Brazil,-0.61
"Jun 5, 2020",San Francisco,United States,-0.61
"Jun 5, 2020",Barcelona,Spain,-0.6
"Jun 5, 2020",Cali,Colombia,-0.6
"Jun 5, 2020",Cape Town,South Africa,-0.6
"Jun 5, 2020",Brussels,Belgium,-0.6
"Jun 5, 2020",Bogota,Colombia,-0.59
"Jun 5, 2020",Quito,Ecuador,-0.59
"Jun 5, 2020",Medellin,Colombia,-0.59
"Jun 5, 2020",Cincinnati,United States,-0.59
"Jun 5, 2020",Puebla City,Mexico,-0.59
"Jun 5, 2020",Las Condes,Chile,-0.58
"Jun 5, 2020",San Diego,United States,-0.57
"Jun 5, 2020",Lisbon,Portugal,-0.57
"Jun 5, 2020",Denver,United States,-0.57
"Jun 5, 2020",San Jose,United States,-0.56
"Jun 5, 2020",Los Angeles,United States,-0.56
"Jun 5, 2020",Florianopolis,Brazil,-0.56
"Jun 5, 2020",Boston,United States,-0.56
"Jun 5, 2020",Buenos Aires,Argentina,-0.55
"Jun 5, 2020",Santiago De Queretaro,Mexico,-0.54
"Jun 5, 2020",Milan,Italy,-0.54
"Jun 5, 2020",Zapopan,Mexico,-0.53
"Jun 5, 2020",Santiago,Chile,-0.53
"Jun 5, 2020",Miami Beach,United States,-0.53
"Jun 5, 2020",Washington,United States,-0.53
"Jun 5, 2020",Birmingham,United Kingdom,-0.53
"Jun 5, 2020",Austin,United States,-0.52
"Jun 5, 2020",Fort Lauderdale,United States,-0.52
"Jun 5, 2020",Bristol,United Kingdom,-0.51
"Jun 5, 2020",Rio De Janeiro,Brazil,-0.51
"Jun 5, 2020",Atlanta,United States,-0.51
"Jun 5, 2020",Mississauga,Canada,-0.51
"Jun 5, 2020",Detroit,United States,-0.51
"Jun 5, 2020",Doha,Qatar,-0.51
"Jun 5, 2020",Tangerang,Indonesia,-0.5
"Jun 5, 2020",Tampa,United States,-0.5
"Jun 5, 2020",Quebec City,Canada,-0.5
"Jun 5, 2020",Liverpool,United Kingdom,-0.49
"Jun 5, 2020",Philadelphia,United States,-0.49
"Jun 5, 2020",Chicago,United States,-0.48
"Jun 5, 2020",Salvador,Brazil,-0.48
"Jun 5, 2020",Guadalajara,Mexico,-0.48
"Jun 5, 2020",Kuala Lumpur,Malaysia,-0.48
"Jun 5, 2020",Toronto,Canada,-0.48
"Jun 5, 2020",Baltimore,United States,-0.47
"Jun 5, 2020",Vaughan,Canada,-0.47
"Jun 5, 2020",Oakland,United States,-0.47
"Jun 5, 2020",Portland,United States,-0.47
"Jun 5, 2020",Perth,Australia,-0.46
"Jun 5, 2020",Fortaleza,Brazil,-0.46
"Jun 5, 2020",Houston,United States,-0.46
"Jun 5, 2020",Johor Bahru,Malaysia,-0.46
"Jun 5, 2020",Irvine,United States,-0.45
"Jun 5, 2020",Amsterdam,Netherlands,-0.45
"Jun 5, 2020",Phoenix,United States,-0.45
"Jun 5, 2020",Orlando,United States,-0.45
"Jun 5, 2020",San Jose,Costa Rica,-0.45
"Jun 5, 2020",Dallas,United States,-0.44
"Jun 5, 2020",New York,United States,-0.44
"Jun 5, 2020",Sao Paulo,Brazil,-0.44
"Jun 5, 2020",Singapore,Singapore,-0.43
"Jun 5, 2020",Ghent,Belgium,-0.43
"Jun 5, 2020",Rome,Italy,-0.43
"Jun 5, 2020",Nashville,United States,-0.43
"Jun 5, 2020",Jersey City,United States,-0.41
"Jun 5, 2020",San Antonio,United States,-0.41
"Jun 5, 2020",Belo Horizonte,Brazil,-0.41
"Jun 5, 2020",Lille,France,-0.4
"Jun 5, 2020",Montreal,Canada,-0.4
"Jun 5, 2020",Petaling Jaya,Malaysia,-0.39
"Jun 5, 2020",Montevideo,Uruguay,-0.38
"Jun 5, 2020",Ipoh,Malaysia,-0.38
"Jun 5, 2020",Antwerp,Belgium,-0.38
"Jun 5, 2020",London,United Kingdom,-0.38
"Jun 5, 2020",Puchong,Malaysia,-0.37
"Jun 5, 2020",Gold Coast,Australia,-0.36
"Jun 5, 2020",Lyon,France,-0.36
"Jun 5, 2020",Guarulhos,Brazil,-0.36
"Jun 5, 2020",Sacramento,United States,-0.35
"Jun 5, 2020",Melbourne,Australia,-0.33
"Jun 5, 2020",Hamilton,Canada,-0.33
"Jun 5, 2020",Curitiba,Brazil,-0.33
"Jun 5, 2020",Shah Alam,Malaysia,-0.32
"Jun 5, 2020",Raleigh,United States,-0.31
"Jun 5, 2020",Charlotte,United States,-0.31
"Jun 5, 2020",Bratislava,Slovakia,-0.3
"Jun 5, 2020",Berlin,Germany,-0.3
"Jun 5, 2020",Fort Worth,United States,-0.29
"Jun 5, 2020",Warsaw,Poland,-0.29
"Jun 5, 2020",Porto Alegre,Brazil,-0.28
"Jun 5, 2020",South Tangerang,Indonesia,-0.28
"Jun 5, 2020",Cambridge,United States,-0.27
"Jun 5, 2020",Bordeaux,France,-0.27
"Jun 5, 2020",Toulouse,France,-0.26
"Jun 5, 2020",Vilnius,Lithuania,-0.26
"Jun 5, 2020",Kaunas,Lithuania,-0.24
"Jun 5, 2020",Calgary,Canada,-0.21
"Jun 5, 2020",Paris,France,-0.2
"Jun 5, 2020",Bucharest,Romania,-0.2
"Jun 5, 2020",Sydney,Australia,-0.19
"Jun 5, 2020",Brisbane,Australia,-0.18
"Jun 5, 2020",Krakow,Poland,-0.17
"Jun 5, 2020",Budapest,Hungary,-0.17
"Jun 5, 2020",Bekasi,Indonesia,-0.16
"Jun 5, 2020",Marseille,France,-0.15
"Jun 5, 2020",Jerusalem,Israel,-0.13
"Jun 5, 2020",Prague,Czechia,-0.12
"Jun 5, 2020",Tel Aviv-Yafo,Israel,-0.1
"Jun 5, 2020",Petah Tikva,Israel,-0.09
"Jun 5, 2020",Be'er Sheva,Israel,-0.09
"Jun 5, 2020",Ramat Gan,Israel,-0.08
"Jun 5, 2020",Maipu,Chile,-0.08
"Jun 5, 2020",Riga,Latvia,-0.07
"Jun 5, 2020",Haifa,Israel,-0.06
"Jun 5, 2020",Rotterdam,Netherlands,-0.04
"Jun 5, 2020",Stockholm,Sweden,0.0
"Jun 5, 2020",Rishon Letsiyon,Israel,0.05
"Jun 5, 2020",Brno,Czechia,0.08
"Jun 5, 2020",Lviv,Ukraine,0.22
"Jun 5, 2020",Kyiv,Ukraine,0.33
"Jun 4, 2020",Manchester,United Kingdom,-0.95
"Jun 4, 2020",Minneapolis,United States,-0.9
"Jun 4, 2020",Fort Lauderdale,United States,-0.88
"Jun 4, 2020",Miami Beach,United States,-0.88
"Jun 4, 2020",Vitoria,Brazil,-0.83
"Jun 4, 2020",Makati,Philippines,-0.7
"Jun 4, 2020",Lima,Peru,-0.69
"Jun 4, 2020",Brasilia,Brazil,-0.69
"Jun 4, 2020",Cali,Colombia,-0.68
"Jun 4, 2020",Medellin,Colombia,-0.67
"Jun 4, 2020",Irvine,United States,-0.64
"Jun 4, 2020",Mexico City,Mexico,-0.64
"Jun 4, 2020",Mississauga,Canada,-0.63
"Jun 4, 2020",Las Condes,Chile,-0.63
"Jun 4, 2020",Monterrey,Mexico,-0.63
"Jun 4, 2020",Recife,Brazil,-0.63
"Jun 4, 2020",Jakarta,Indonesia,-0.62
"Jun 4, 2020",Santiago De Queretaro,Mexico,-0.62
"Jun 4, 2020",Bogota,Colombia,-0.61
"Jun 4, 2020",Cambridge,United States,-0.61
"Jun 4, 2020",Lisbon,Portugal,-0.6
"Jun 4, 2020",Los Angeles,United States,-0.6
"Jun 4, 2020",Tampa,United States,-0.6
"Jun 4, 2020",San Francisco,United States,-0.6
"Jun 4, 2020",Madrid,Spain,-0.59
"Jun 4, 2020",Quezon City,Philippines,-0.59
"Jun 4, 2020",Quito,Ecuador,-0.59
"Jun 4, 2020",Denver,United States,-0.59
"Jun 4, 2020",Tangerang,Indonesia,-0.59
"Jun 4, 2020",Boston,United States,-0.59
"Jun 4, 2020",Salvador,Brazil,-0.58
"Jun 4, 2020",Buenos Aires,Argentina,-0.58
"Jun 4, 2020",Berlin,Germany,-0.58
"Jun 4, 2020",San Antonio,United States,-0.57
"Jun 4, 2020",Barcelona,Spain,-0.57
"Jun 4, 2020",San Diego,United States,-0.57
"Jun 4, 2020",Cape Town,South Africa,-0.57
"Jun 4, 2020",Seattle,United States,-0.56
"Jun 4, 2020",Detroit,United States,-0.56
"Jun 4, 2020",Zapopan,Mexico,-0.56
"Jun 4, 2020",Puebla City,Mexico,-0.56
"Jun 4, 2020",Rio De Janeiro,Brazil,-0.55
"Jun 4, 2020",Washington,United States,-0.55
"Jun 4, 2020",Miami,United States,-0.55
"Jun 4, 2020",New Orleans,United States,-0.54
"Jun 4, 2020",Luton,United Kingdom,-0.53
"Jun 4, 2020",Santiago,Chile,-0.53
"Jun 4, 2020",Manila,Philippines,-0.53
"Jun 4, 2020",Orlando,United States,-0.53
"Jun 4, 2020",Austin,United States,-0.53
"Jun 4, 2020",Toronto,Canada,-0.52
"Jun 4, 2020",San Jose,United States,-0.52
"Jun 4, 2020",Brussels,Belgium,-0.52
"Jun 4, 2020",Oakland,United States,-0.52
"Jun 4, 2020",Portland,United States,-0.51
"Jun 4, 2020",Phoenix,United States,-0.51
"Jun 4, 2020",Quebec City,Canada,-0.51
"Jun 4, 2020",Fortaleza,Brazil,-0.5
"Jun 4, 2020",Ottawa,Canada,-0.5
"Jun 4, 2020",Hartford,United States,-0.49
"Jun 4, 2020",San Jose,Costa Rica,-0.49
"Jun 4, 2020",Jersey City,United States,-0.49
"Jun 4, 2020",Pittsburgh,United States,-0.49
"Jun 4, 2020",Houston,United States,-0.49
"Jun 4, 2020",Calgary,Canada,-0.48
"Jun 4, 2020",Vaughan,Canada,-0.48
"Jun 4, 2020",Chicago,United States,-0.48
"Jun 4, 2020",Sao Paulo,Brazil,-0.48
"Jun 4, 2020",Amsterdam,Netherlands,-0.48
"Jun 4, 2020",Atlanta,United States,-0.46
"Jun 4, 2020",Ghent,Belgium,-0.46
"Jun 4, 2020",Birmingham,United Kingdom,-0.46
"Jun 4, 2020",Kuala Lumpur,Malaysia,-0.46
"Jun 4, 2020",Philadelphia,United States,-0.46
"Jun 4, 2020",Nashville,United States,-0.45
"Jun 4, 2020",Dallas,United States,-0.45
"Jun 4, 2020",Lille,France,-0.45
"Jun 4, 2020",Petaling Jaya,Malaysia,-0.44
"Jun 4, 2020",Raleigh,United States,-0.44
"Jun 4, 2020",Belo Horizonte,Brazil,-0.43
"Jun 4, 2020",Rome,Italy,-0.43
"Jun 4, 2020",Bekasi,Indonesia,-0.43
"Jun 4, 2020",New York,United States,-0.43
"Jun 4, 2020",Johor Bahru,Malaysia,-0.43
"Jun 4, 2020",Charlotte,United States,-0.43
"Jun 4, 2020",Melbourne,Australia,-0.42
"Jun 4, 2020",Baltimore,United States,-0.42
"Jun 4, 2020",Florianopolis,Brazil,-0.42
"Jun 4, 2020",Milan,Italy,-0.41
"Jun 4, 2020",Singapore,Singapore,-0.41
"Jun 4, 2020",London,United Kingdom,-0.41
"Jun 4, 2020",Doha,Qatar,-0.4
"Jun 4, 2020",Guarulhos,Brazil,-0.4
"Jun 4, 2020",Cincinnati,United States,-0.4
"Jun 4, 2020",Antwerp,Belgium,-0.4
"Jun 4, 2020",Ipoh,Malaysia,-0.39
"Jun 4, 2020",Porto Alegre,Brazil,-0.38
"Jun 4, 2020",Curitiba,Brazil,-0.38
"Jun 4, 2020",Montreal,Canada,-0.36
"Jun 4, 2020",Guadalajara,Mexico,-0.35
"Jun 4, 2020",Stockholm,Sweden,-0.34
"Jun 4, 2020",Rotterdam,Netherlands,-0.33
"Jun 4, 2020",Montevideo,Uruguay,-0.33
"Jun 4, 2020",Hamilton,Canada,-0.31
"Jun 4, 2020",Sacramento,United States,-0.31
"Jun 4, 2020",Liverpool,United Kingdom,-0.31
"Jun 4, 2020",Maipu,Chile,-0.3
"Jun 4, 2020",Fort Worth,United States,-0.29
"Jun 4, 2020",Warsaw,Poland,-0.29
"Jun 4, 2020",Lyon,France,-0.28
"Jun 4, 2020",Sydney,Australia,-0.28
"Jun 4, 2020",South Tangerang,Indonesia,-0.28
"Jun 4, 2020",Shah Alam,Malaysia,-0.26
"Jun 4, 2020",Krakow,Poland,-0.26
"Jun 4, 2020",Toulouse,France,-0.26
"Jun 4, 2020",Bratislava,Slovakia,-0.25
"Jun 4, 2020",Perth,Australia,-0.25
"Jun 4, 2020",Puchong,Malaysia,-0.24
"Jun 4, 2020",Brisbane,Australia,-0.23
"Jun 4, 2020",Bordeaux,France,-0.22
"Jun 4, 2020",Jerusalem,Israel,-0.2
"Jun 4, 2020",Marseille,France,-0.19
"Jun 4, 2020",Bucharest,Romania,-0.18
"Jun 4, 2020",Budapest,Hungary,-0.18
"Jun 4, 2020",Gold Coast,Australia,-0.17
"Jun 4, 2020",Paris,France,-0.13
"Jun 4, 2020",Be'er Sheva,Israel,-0.11
"Jun 4, 2020",Prague,Czechia,-0.09
"Jun 4, 2020",Bristol,United Kingdom,-0.09
"Jun 4, 2020",Petah Tikva,Israel,-0.08
"Jun 4, 2020",Tel Aviv-Yafo,Israel,-0.06
"Jun 4, 2020",Haifa,Israel,-0.06
"Jun 4, 2020",Lviv,Ukraine,-0.05
"Jun 4, 2020",Kaunas,Lithuania,-0.04
"Jun 4, 2020",Riga,Latvia,-0.03
"Jun 4, 2020",Rishon Letsiyon,Israel,-0.02
"Jun 4, 2020",Ramat Gan,Israel,-0.01
"Jun 4, 2020",Brno,Czechia,0.08
"Jun 4, 2020",Vilnius,Lithuania,0.12
"Jun 4, 2020",Kyiv,Ukraine,0.35
"Jun 3, 2020",Liverpool,United Kingdom,-0.94
"Jun 3, 2020",Luton,United Kingdom,-0.81
"Jun 3, 2020",Cali,Colombia,-0.78
"Jun 3, 2020",Brasilia,Brazil,-0.73
"Jun 3, 2020",Makati,Philippines,-0.72
"Jun 3, 2020",Lima,Peru,-0.68
"Jun 3, 2020",Miami Beach,United States,-0.68
"Jun 3, 2020",Medellin,Colombia,-0.64
"Jun 3, 2020",Mexico City,Mexico,-0.64
"Jun 3, 2020",Jersey City,United States,-0.64
"Jun 3, 2020",Cambridge,United States,-0.64
"Jun 3, 2020",Vitoria,Brazil,-0.63
"Jun 3, 2020",Recife,Brazil,-0.62
"Jun 3, 2020",Minneapolis,United States,-0.62
"Jun 3, 2020",Los Angeles,United States,-0.62
"Jun 3, 2020",Miami,United States,-0.62
"Jun 3, 2020",Bekasi,Indonesia,-0.61
"Jun 3, 2020",Bogota,Colombia,-0.61
"Jun 3, 2020",Jakarta,Indonesia,-0.61
"Jun 3, 2020",Quito,Ecuador,-0.61
"Jun 3, 2020",New Orleans,United States,-0.6
"Jun 3, 2020",Barcelona,Spain,-0.6
"Jun 3, 2020",Portland,United States,-0.6
"Jun 3, 2020",San Jose,United States,-0.59
"Jun 3, 2020",Cape Town,South Africa,-0.59
"Jun 3, 2020",San Diego,United States,-0.59
"Jun 3, 2020",Bristol,United Kingdom,-0.59
"Jun 3, 2020",Madrid,Spain,-0.59
"Jun 3, 2020",Monterrey,Mexico,-0.58
"Jun 3, 2020",Florianopolis,Brazil,-0.57
"Jun 3, 2020",Ottawa,Canada,-0.57
"Jun 3, 2020",Pittsburgh,United States,-0.57
"Jun 3, 2020",Cincinnati,United States,-0.57
"Jun 3, 2020",Quezon City,Philippines,-0.57
"Jun 3, 2020",Birmingham,United Kingdom,-0.56
"Jun 3, 2020",Buenos Aires,Argentina,-0.56
"Jun 3, 2020",Irvine,United States,-0.56
"Jun 3, 2020",San Francisco,United States,-0.55
"Jun 3, 2020",Rio De Janeiro,Brazil,-0.55
"Jun 3, 2020",Amsterdam,Netherlands,-0.55
"Jun 3, 2020",Zapopan,Mexico,-0.54
"Jun 3, 2020",Austin,United States,-0.54
"Jun 3, 2020",Mississauga,Canada,-0.54
