Date,Country,% Change In Waze Driven Miles/KMs
"Jan 15, 2021",Malaysia,-0.55
"Jan 15, 2021",Italy,-0.37
"Jan 15, 2021",United States,-0.26
"Jan 15, 2021",France,-0.24
"Jan 14, 2021",Malaysia,-0.51
"Jan 14, 2021",Spain,-0.49
"Jan 14, 2021",Italy,-0.37
"Jan 14, 2021",United States,-0.27
"Jan 14, 2021",France,-0.12
"Jan 13, 2021",Malaysia,-0.54
"Jan 13, 2021",Spain,-0.51
"Jan 13, 2021",Italy,-0.31
"Jan 13, 2021",United States,-0.28
"Jan 13, 2021",France,-0.13
"Jan 12, 2021",Spain,-0.57
"Jan 12, 2021",United States,-0.31
"Jan 12, 2021",Italy,-0.29
"Jan 12, 2021",France,-0.13
"Jan 12, 2021",Malaysia,0.26
"Jan 11, 2021",Spain,-0.61
"Jan 11, 2021",United States,-0.34
"Jan 11, 2021",Italy,-0.3
"Jan 11, 2021",France,-0.12
"Jan 11, 2021",Malaysia,0.03
"Jan 10, 2021",Spain,-0.75
"Jan 10, 2021",Italy,-0.64
"Jan 10, 2021",France,-0.34
"Jan 10, 2021",United States,-0.29
"Jan 10, 2021",Malaysia,-0.06
"Jan 9, 2021",Spain,-0.79
"Jan 9, 2021",Italy,-0.61
"Jan 9, 2021",France,-0.43
"Jan 9, 2021",United States,-0.31
"Jan 9, 2021",Malaysia,-0.11
"Jan 8, 2021",Spain,-0.6
"Jan 8, 2021",Italy,-0.41
"Jan 8, 2021",United States,-0.33
"Jan 8, 2021",France,-0.28
"Jan 8, 2021",Malaysia,-0.12
"Jan 7, 2021",Spain,-0.39
"Jan 7, 2021",Italy,-0.33
"Jan 7, 2021",United States,-0.3
"Jan 7, 2021",France,-0.16
"Jan 7, 2021",Malaysia,-0.08
"Jan 6, 2021",Italy,-0.7
"Jan 6, 2021",Spain,-0.35
"Jan 6, 2021",United States,-0.29
"Jan 6, 2021",France,-0.14
"Jan 6, 2021",Malaysia,-0.05
"Jan 5, 2021",Italy,-0.52
"Jan 5, 2021",United States,-0.29
"Jan 5, 2021",Spain,-0.24
"Jan 5, 2021",France,-0.12
"Jan 5, 2021",Malaysia,-0.03
"Jan 4, 2021",Italy,-0.39
"Jan 4, 2021",United States,-0.28
"Jan 4, 2021",Spain,-0.26
"Jan 4, 2021",France,-0.14
"Jan 4, 2021",Malaysia,0.02
"Jan 3, 2021",Italy,-0.71
"Jan 3, 2021",Spain,-0.35
"Jan 3, 2021",United States,-0.15
"Jan 3, 2021",France,-0.01
"Jan 3, 2021",Malaysia,0.01
"Jan 2, 2021",Italy,-0.75
"Jan 2, 2021",United States,-0.28
"Jan 2, 2021",Spain,-0.23
"Jan 2, 2021",France,-0.12
"Jan 2, 2021",Malaysia,-0.08
"Jan 1, 2021",Italy,-0.85
"Jan 1, 2021",Spain,-0.64
"Jan 1, 2021",United States,-0.42
"Jan 1, 2021",France,-0.42
"Jan 1, 2021",Malaysia,-0.04
"Dec 31, 2020",Italy,-0.68
"Dec 31, 2020",Spain,-0.33
"Dec 31, 2020",United States,-0.14
"Dec 31, 2020",France,0.18
"Dec 31, 2020",Malaysia,0.3
"Dec 30, 2020",Italy,-0.37
"Dec 30, 2020",United States,-0.09
"Dec 30, 2020",Spain,0.0
"Dec 30, 2020",Malaysia,0.14
"Dec 30, 2020",France,0.25
"Dec 29, 2020",Italy,-0.38
"Dec 29, 2020",Spain,-0.2
"Dec 29, 2020",United States,-0.14
"Dec 29, 2020",Malaysia,0.11
"Dec 29, 2020",France,0.13
"Dec 28, 2020",Italy,-0.47
"Dec 28, 2020",Spain,-0.25
"Dec 28, 2020",United States,-0.17
"Dec 28, 2020",France,0.08
"Dec 28, 2020",Malaysia,0.14
"Dec 27, 2020",Italy,-0.71
"Dec 27, 2020",Spain,-0.38
"Dec 27, 2020",United States,-0.12
"Dec 27, 2020",France,0.05
"Dec 27, 2020",Malaysia,0.12
"Dec 26, 2020",Italy,-0.83
"Dec 26, 2020",Spain,-0.31
"Dec 26, 2020",United States,-0.3
"Dec 26, 2020",Malaysia,-0.09
"Dec 26, 2020",France,-0.06
"Dec 25, 2020",Italy,-0.88
"Dec 25, 2020",Spain,-0.67
"Dec 25, 2020",United States,-0.5
"Dec 25, 2020",France,-0.33
"Dec 25, 2020",Malaysia,-0.01
"Dec 24, 2020",Italy,-0.68
"Dec 24, 2020",Spain,-0.26
"Dec 24, 2020",United States,-0.14
"Dec 24, 2020",France,0.25
"Dec 24, 2020",Malaysia,0.26
"Dec 23, 2020",Italy,-0.07
"Dec 23, 2020",United States,-0.03
"Dec 23, 2020",Malaysia,0.1
"Dec 23, 2020",Spain,0.32
"Dec 23, 2020",France,0.34
"Dec 22, 2020",United States,-0.14
"Dec 22, 2020",Italy,-0.11
"Dec 22, 2020",Spain,-0.02
"Dec 22, 2020",Malaysia,0.05
"Dec 22, 2020",France,0.11
"Dec 21, 2020",United States,-0.24
"Dec 21, 2020",Italy,-0.2
"Dec 21, 2020",Spain,-0.13
"Dec 21, 2020",France,0.0
"Dec 21, 2020",Malaysia,0.04
"Dec 20, 2020",Spain,-0.43
"Dec 20, 2020",Italy,-0.27
"Dec 20, 2020",United States,-0.22
"Dec 20, 2020",France,-0.21
"Dec 20, 2020",Malaysia,-0.04
"Dec 19, 2020",United States,-0.24
"Dec 19, 2020",Italy,-0.2
"Dec 19, 2020",France,-0.19
"Dec 19, 2020",Spain,-0.17
"Dec 19, 2020",Malaysia,-0.08
"Dec 18, 2020",United States,-0.31
"Dec 18, 2020",Spain,-0.29
"Dec 18, 2020",Italy,-0.17
"Dec 18, 2020",France,-0.15
"Dec 18, 2020",Malaysia,-0.07
"Dec 17, 2020",United States,-0.4
"Dec 17, 2020",Italy,-0.18
"Dec 17, 2020",Spain,-0.17
"Dec 17, 2020",Malaysia,-0.06
"Dec 17, 2020",France,-0.05
"Dec 16, 2020",United States,-0.31
"Dec 16, 2020",Italy,-0.21
"Dec 16, 2020",Spain,-0.17
"Dec 16, 2020",Malaysia,-0.08
"Dec 16, 2020",France,-0.07
"Dec 15, 2020",United States,-0.29
"Dec 15, 2020",Spain,-0.18
"Dec 15, 2020",Italy,-0.16
"Dec 15, 2020",Malaysia,-0.05
"Dec 15, 2020",France,-0.02
"Dec 14, 2020",United States,-0.32
"Dec 14, 2020",Spain,-0.22
"Dec 14, 2020",Italy,-0.2
"Dec 14, 2020",France,-0.15
"Dec 14, 2020",Malaysia,-0.05
"Dec 13, 2020",Spain,-0.59
"Dec 13, 2020",France,-0.51
"Dec 13, 2020",Italy,-0.44
"Dec 13, 2020",United States,-0.26
"Dec 13, 2020",Malaysia,-0.07
"Dec 12, 2020",France,-0.53
"Dec 12, 2020",Italy,-0.52
"Dec 12, 2020",Spain,-0.47
"Dec 12, 2020",United States,-0.31
"Dec 12, 2020",Malaysia,-0.19
"Dec 11, 2020",Spain,-0.43
"Dec 11, 2020",Italy,-0.39
"Dec 11, 2020",France,-0.33
"Dec 11, 2020",United States,-0.32
"Dec 11, 2020",Malaysia,-0.12
"Dec 10, 2020",Italy,-0.33
"Dec 10, 2020",United States,-0.28
"Dec 10, 2020",Spain,-0.27
"Dec 10, 2020",France,-0.17
"Dec 10, 2020",Malaysia,-0.05
"Dec 9, 2020",United States,-0.29
"Dec 9, 2020",Italy,-0.26
"Dec 9, 2020",Spain,-0.19
"Dec 9, 2020",France,-0.15
"Dec 9, 2020",Malaysia,-0.11
"Dec 8, 2020",Italy,-0.58
"Dec 8, 2020",Spain,-0.37
"Dec 8, 2020",United States,-0.32
"Dec 8, 2020",France,-0.13
"Dec 8, 2020",Malaysia,-0.13
"Dec 7, 2020",Spain,-0.45
"Dec 7, 2020",Italy,-0.44
"Dec 7, 2020",United States,-0.33
"Dec 7, 2020",France,-0.17
"Dec 7, 2020",Malaysia,-0.15
"Dec 6, 2020",Italy,-0.71
"Dec 6, 2020",Spain,-0.66
"Dec 6, 2020",France,-0.53
"Dec 6, 2020",Malaysia,-0.36
"Dec 6, 2020",United States,-0.28
"Dec 5, 2020",Italy,-0.58
"Dec 5, 2020",France,-0.54
"Dec 5, 2020",Spain,-0.5
"Dec 5, 2020",Malaysia,-0.36
"Dec 5, 2020",United States,-0.33
"Dec 4, 2020",Italy,-0.43
"Dec 4, 2020",Spain,-0.43
"Dec 4, 2020",France,-0.34
"Dec 4, 2020",Malaysia,-0.31
"Dec 4, 2020",United States,-0.31
"Dec 3, 2020",Italy,-0.39
"Dec 3, 2020",United States,-0.29
"Dec 3, 2020",Malaysia,-0.26
"Dec 3, 2020",Spain,-0.18
"Dec 3, 2020",France,-0.18
"Dec 2, 2020",Italy,-0.39
"Dec 2, 2020",United States,-0.29
"Dec 2, 2020",Spain,-0.24
"Dec 2, 2020",Malaysia,-0.24
"Dec 2, 2020",France,-0.18
"Dec 1, 2020",Italy,-0.33
"Dec 1, 2020",United States,-0.28
"Dec 1, 2020",Spain,-0.26
"Dec 1, 2020",Malaysia,-0.23
"Dec 1, 2020",France,-0.16
"Nov 30, 2020",Italy,-0.37
"Nov 30, 2020",Spain,-0.28
"Nov 30, 2020",Malaysia,-0.24
"Nov 30, 2020",United States,-0.22
"Nov 30, 2020",France,-0.19
"Nov 29, 2020",Italy,-0.7
"Nov 29, 2020",Spain,-0.61
"Nov 29, 2020",France,-0.58
"Nov 29, 2020",Malaysia,-0.4
"Nov 29, 2020",United States,-0.02
"Nov 28, 2020",Italy,-0.64
"Nov 28, 2020",France,-0.59
"Nov 28, 2020",Spain,-0.52
"Nov 28, 2020",Malaysia,-0.4
"Nov 28, 2020",United States,-0.22
"Nov 27, 2020",Italy,-0.47
"Nov 27, 2020",Spain,-0.44
"Nov 27, 2020",France,-0.38
"Nov 27, 2020",Malaysia,-0.34
"Nov 27, 2020",United States,-0.28
"Nov 26, 2020",Italy,-0.43
"Nov 26, 2020",Malaysia,-0.29
"Nov 26, 2020",Spain,-0.27
"Nov 26, 2020",United States,-0.26
"Nov 26, 2020",France,-0.24
"Nov 25, 2020",Italy,-0.42
"Nov 25, 2020",Spain,-0.29
"Nov 25, 2020",Malaysia,-0.28
"Nov 25, 2020",France,-0.27
"Nov 25, 2020",United States,-0.01
"Nov 24, 2020",Italy,-0.37
"Nov 24, 2020",Malaysia,-0.28
"Nov 24, 2020",Spain,-0.27
"Nov 24, 2020",France,-0.22
"Nov 24, 2020",United States,-0.14
"Nov 23, 2020",Italy,-0.4
"Nov 23, 2020",Spain,-0.31
"Nov 23, 2020",Malaysia,-0.29
"Nov 23, 2020",France,-0.25
"Nov 23, 2020",United States,-0.24
"Nov 22, 2020",Italy,-0.71
"Nov 22, 2020",France,-0.68
"Nov 22, 2020",Spain,-0.61
"Nov 22, 2020",Malaysia,-0.45
"Nov 22, 2020",United States,-0.17
"Nov 21, 2020",France,-0.68
"Nov 21, 2020",Italy,-0.65
"Nov 21, 2020",Spain,-0.53
"Nov 21, 2020",Malaysia,-0.46
"Nov 21, 2020",United States,-0.16
"Nov 20, 2020",Italy,-0.52
"Nov 20, 2020",Spain,-0.46
"Nov 20, 2020",France,-0.42
"Nov 20, 2020",Malaysia,-0.38
"Nov 20, 2020",United States,-0.24
"Nov 19, 2020",Italy,-0.44
"Nov 19, 2020",Malaysia,-0.33
"Nov 19, 2020",Spain,-0.3
"Nov 19, 2020",France,-0.27
"Nov 19, 2020",United States,-0.25
"Nov 18, 2020",Italy,-0.47
"Nov 18, 2020",Spain,-0.31
"Nov 18, 2020",Malaysia,-0.31
"Nov 18, 2020",France,-0.3
"Nov 18, 2020",United States,-0.26
"Nov 17, 2020",Italy,-0.41
"Nov 17, 2020",Spain,-0.31
"Nov 17, 2020",Malaysia,-0.3
"Nov 17, 2020",United States,-0.27
"Nov 17, 2020",France,-0.26
"Nov 16, 2020",Italy,-0.43
"Nov 16, 2020",Spain,-0.33
"Nov 16, 2020",Malaysia,-0.3
"Nov 16, 2020",United States,-0.28
"Nov 16, 2020",France,-0.25
"Nov 15, 2020",Italy,-0.71
"Nov 15, 2020",France,-0.69
"Nov 15, 2020",Spain,-0.63
"Nov 15, 2020",Malaysia,-0.51
"Nov 15, 2020",United States,-0.2
"Nov 14, 2020",France,-0.7
"Nov 14, 2020",Italy,-0.62
"Nov 14, 2020",Spain,-0.57
"Nov 14, 2020",Malaysia,-0.53
"Nov 14, 2020",United States,-0.23
"Nov 13, 2020",Italy,-0.49
"Nov 13, 2020",Spain,-0.47
"Nov 13, 2020",France,-0.45
"Nov 13, 2020",Malaysia,-0.38
"Nov 13, 2020",United States,-0.27
"Nov 12, 2020",Italy,-0.43
"Nov 12, 2020",Malaysia,-0.32
"Nov 12, 2020",Spain,-0.31
"Nov 12, 2020",France,-0.28
"Nov 12, 2020",United States,-0.25
"Nov 11, 2020",France,-0.66
"Nov 11, 2020",Italy,-0.41
"Nov 11, 2020",Malaysia,-0.3
"Nov 11, 2020",Spain,-0.29
"Nov 11, 2020",United States,-0.25
"Nov 10, 2020",Italy,-0.33
"Nov 10, 2020",Malaysia,-0.31
"Nov 10, 2020",Spain,-0.28
"Nov 10, 2020",United States,-0.27
"Nov 10, 2020",France,-0.22
"Nov 9, 2020",Italy,-0.38
"Nov 9, 2020",Spain,-0.38
"Nov 9, 2020",Malaysia,-0.32
"Nov 9, 2020",France,-0.3
"Nov 9, 2020",United States,-0.25
"Nov 8, 2020",France,-0.74
"Nov 8, 2020",Spain,-0.65
"Nov 8, 2020",Italy,-0.58
"Nov 8, 2020",Malaysia,-0.31
"Nov 8, 2020",United States,-0.15
"Nov 7, 2020",France,-0.73
"Nov 7, 2020",Spain,-0.58
"Nov 7, 2020",Italy,-0.57
"Nov 7, 2020",Malaysia,-0.4
"Nov 7, 2020",United States,-0.2
"Nov 6, 2020",Spain,-0.48
"Nov 6, 2020",Italy,-0.47
"Nov 6, 2020",France,-0.46
"Nov 6, 2020",Malaysia,-0.35
"Nov 6, 2020",United States,-0.23
"Nov 5, 2020",France,-0.34
"Nov 5, 2020",Malaysia,-0.32
"Nov 5, 2020",Italy,-0.31
"Nov 5, 2020",Spain,-0.28
"Nov 5, 2020",United States,-0.24
"Nov 4, 2020",France,-0.34
"Nov 4, 2020",Spain,-0.29
"Nov 4, 2020",Malaysia,-0.29
"Nov 4, 2020",Italy,-0.28
"Nov 4, 2020",United States,-0.26
"Nov 3, 2020",France,-0.3
"Nov 3, 2020",Malaysia,-0.28
"Nov 3, 2020",Spain,-0.25
"Nov 3, 2020",United States,-0.24
"Nov 3, 2020",Italy,-0.23
"Nov 2, 2020",Spain,-0.36
"Nov 2, 2020",France,-0.31
"Nov 2, 2020",Malaysia,-0.28
"Nov 2, 2020",United States,-0.24
"Nov 2, 2020",Italy,-0.21
"Nov 1, 2020",Spain,-0.61
"Nov 1, 2020",France,-0.42
"Nov 1, 2020",Malaysia,-0.4
"Nov 1, 2020",Italy,-0.33
"Nov 1, 2020",United States,-0.19
"Oct 31, 2020",France,-0.54
"Oct 31, 2020",Spain,-0.5
"Oct 31, 2020",Malaysia,-0.41
"Oct 31, 2020",Italy,-0.33
"Oct 31, 2020",United States,-0.24
"Oct 30, 2020",Spain,-0.41
"Oct 30, 2020",Malaysia,-0.34
"Oct 30, 2020",France,-0.29
"Oct 30, 2020",Italy,-0.29
"Oct 30, 2020",United States,-0.21
"Oct 29, 2020",Malaysia,-0.36
"Oct 29, 2020",Italy,-0.27
"Oct 29, 2020",United States,-0.23
"Oct 29, 2020",Spain,-0.14
"Oct 29, 2020",France,0.32
"Oct 28, 2020",Malaysia,-0.26
"Oct 28, 2020",Italy,-0.26
"Oct 28, 2020",United States,-0.23
"Oct 28, 2020",Spain,-0.21
"Oct 28, 2020",France,0.09
"Oct 27, 2020",Malaysia,-0.31
"Oct 27, 2020",United States,-0.24
"Oct 27, 2020",Spain,-0.22
"Oct 27, 2020",Italy,-0.2
"Oct 27, 2020",France,0.09
"Oct 26, 2020",Malaysia,-0.33
"Oct 26, 2020",Spain,-0.25
"Oct 26, 2020",United States,-0.23
"Oct 26, 2020",Italy,-0.22
"Oct 26, 2020",France,0.09
"Oct 25, 2020",Malaysia,-0.51
"Oct 25, 2020",Spain,-0.38
"Oct 25, 2020",Italy,-0.27
"Oct 25, 2020",United States,-0.06
"Oct 25, 2020",France,-0.01
"Oct 24, 2020",Malaysia,-0.49
"Oct 24, 2020",Italy,-0.3
"Oct 24, 2020",Spain,-0.27
"Oct 24, 2020",United States,-0.16
"Oct 24, 2020",France,-0.15
"Oct 23, 2020",Malaysia,-0.43
"Oct 23, 2020",Spain,-0.31
"Oct 23, 2020",Italy,-0.21
"Oct 23, 2020",United States,-0.15
"Oct 23, 2020",France,-0.01
"Oct 22, 2020",Malaysia,-0.42
"Oct 22, 2020",Spain,-0.26
"Oct 22, 2020",Italy,-0.19
"Oct 22, 2020",United States,-0.19
"Oct 22, 2020",France,0.05
"Oct 21, 2020",Malaysia,-0.28
"Oct 21, 2020",Spain,-0.22
"Oct 21, 2020",United States,-0.2
"Oct 21, 2020",Italy,-0.16
"Oct 21, 2020",France,0.08
"Oct 20, 2020",Malaysia,-0.31
"Oct 20, 2020",Spain,-0.22
"Oct 20, 2020",United States,-0.22
"Oct 20, 2020",Italy,-0.12
"Oct 20, 2020",France,0.03
"Oct 19, 2020",Malaysia,-0.31
"Oct 19, 2020",Spain,-0.23
"Oct 19, 2020",United States,-0.19
"Oct 19, 2020",Italy,-0.11
"Oct 19, 2020",France,0.08
"Oct 18, 2020",Malaysia,-0.5
"Oct 18, 2020",Spain,-0.39
"Oct 18, 2020",Italy,-0.1
"Oct 18, 2020",France,-0.03
"Oct 18, 2020",United States,0.0
"Oct 17, 2020",Malaysia,-0.5
"Oct 17, 2020",Spain,-0.3
"Oct 17, 2020",France,-0.18
"Oct 17, 2020",Italy,-0.17
"Oct 17, 2020",United States,-0.11
"Oct 16, 2020",Malaysia,-0.41
"Oct 16, 2020",Spain,-0.33
"Oct 16, 2020",Italy,-0.14
"Oct 16, 2020",United States,-0.14
"Oct 16, 2020",France,-0.04
"Oct 15, 2020",Malaysia,-0.36
"Oct 15, 2020",Spain,-0.23
"Oct 15, 2020",United States,-0.15
"Oct 15, 2020",Italy,-0.14
"Oct 15, 2020",France,0.02
"Oct 14, 2020",Malaysia,-0.35
"Oct 14, 2020",Spain,-0.2
"Oct 14, 2020",United States,-0.18
"Oct 14, 2020",Italy,-0.12
"Oct 14, 2020",France,0.01
"Oct 13, 2020",United States,-0.2
"Oct 13, 2020",Spain,-0.09
"Oct 13, 2020",Italy,-0.03
"Oct 13, 2020",France,0.05
"Oct 13, 2020",Malaysia,0.1
"Oct 12, 2020",United States,-0.16
"Oct 12, 2020",Italy,-0.04
"Oct 12, 2020",Malaysia,-0.04
"Oct 12, 2020",France,0.04
"Oct 12, 2020",Spain,0.24
"Oct 11, 2020",Spain,-0.4
"Oct 11, 2020",Italy,-0.13
"Oct 11, 2020",Malaysia,-0.09
"Oct 11, 2020",France,-0.09
"Oct 11, 2020",United States,-0.04
"Oct 10, 2020",France,-0.25
"Oct 10, 2020",Spain,-0.15
"Oct 10, 2020",United States,-0.12
"Oct 10, 2020",Malaysia,-0.11
"Oct 10, 2020",Italy,-0.03
"Oct 9, 2020",United States,-0.16
"Oct 9, 2020",Malaysia,-0.07
"Oct 9, 2020",Italy,-0.06
"Oct 9, 2020",France,-0.04
"Oct 9, 2020",Spain,-0.04
"Oct 8, 2020",United States,-0.16
"Oct 8, 2020",Spain,-0.12
"Oct 8, 2020",Italy,-0.05
"Oct 8, 2020",Malaysia,-0.01
"Oct 8, 2020",France,0.05
"Oct 7, 2020",United States,-0.19
"Oct 7, 2020",Spain,-0.18
"Oct 7, 2020",Malaysia,-0.05
"Oct 7, 2020",Italy,-0.05
"Oct 7, 2020",France,0.04
"Oct 6, 2020",United States,-0.23
"Oct 6, 2020",Spain,-0.19
"Oct 6, 2020",Malaysia,-0.01
"Oct 6, 2020",Italy,0.01
"Oct 6, 2020",France,0.06
"Oct 5, 2020",Spain,-0.23
"Oct 5, 2020",United States,-0.21
"Oct 5, 2020",Italy,-0.07
"Oct 5, 2020",Malaysia,0.0
"Oct 5, 2020",France,0.0
"Oct 4, 2020",Spain,-0.33
"Oct 4, 2020",France,-0.1
"Oct 4, 2020",Italy,-0.06
"Oct 4, 2020",United States,-0.06
"Oct 4, 2020",Malaysia,-0.01
"Oct 3, 2020",Spain,-0.31
"Oct 3, 2020",France,-0.27
"Oct 3, 2020",United States,-0.16
"Oct 3, 2020",Italy,-0.12
"Oct 3, 2020",Malaysia,-0.02
"Oct 2, 2020",United States,-0.2
"Oct 2, 2020",Spain,-0.2
"Oct 2, 2020",Italy,-0.09
"Oct 2, 2020",France,-0.05
"Oct 2, 2020",Malaysia,0.03
"Oct 1, 2020",Spain,-0.27
"Oct 1, 2020",United States,-0.18
"Oct 1, 2020",Italy,-0.14
"Oct 1, 2020",France,-0.06
"Oct 1, 2020",Malaysia,-0.01
"Sep 30, 2020",United States,-0.21
"Sep 30, 2020",Spain,-0.14
"Sep 30, 2020",Italy,-0.01
"Sep 30, 2020",France,0.07
"Sep 30, 2020",Malaysia,0.07
"Sep 29, 2020",United States,-0.22
"Sep 29, 2020",Spain,-0.16
"Sep 29, 2020",Italy,0.05
"Sep 29, 2020",Malaysia,0.07
"Sep 29, 2020",France,0.08
"Sep 28, 2020",United States,-0.2
"Sep 28, 2020",Spain,-0.17
"Sep 28, 2020",Italy,0.0
"Sep 28, 2020",France,0.05
"Sep 28, 2020",Malaysia,0.1
"Sep 27, 2020",Spain,-0.14
"Sep 27, 2020",Italy,-0.04
"Sep 27, 2020",France,-0.03
"Sep 27, 2020",United States,-0.02
"Sep 27, 2020",Malaysia,0.16
"Sep 26, 2020",France,-0.22
"Sep 26, 2020",Spain,-0.18
"Sep 26, 2020",United States,-0.1
"Sep 26, 2020",Italy,0.0
"Sep 26, 2020",Malaysia,0.1
"Sep 25, 2020",Spain,-0.19
"Sep 25, 2020",United States,-0.12
"Sep 25, 2020",Italy,-0.04
"Sep 25, 2020",France,0.0
"Sep 25, 2020",Malaysia,0.1
"Sep 24, 2020",United States,-0.16
"Sep 24, 2020",Spain,-0.11
"Sep 24, 2020",Italy,-0.01
"Sep 24, 2020",France,0.08
"Sep 24, 2020",Malaysia,0.1
"Sep 23, 2020",United States,-0.19
"Sep 23, 2020",Spain,-0.11
"Sep 23, 2020",Italy,-0.01
"Sep 23, 2020",Malaysia,0.04
"Sep 23, 2020",France,0.06
"Sep 22, 2020",United States,-0.22
"Sep 22, 2020",Spain,-0.15
"Sep 22, 2020",Malaysia,0.07
"Sep 22, 2020",Italy,0.09
"Sep 22, 2020",France,0.11
"Sep 21, 2020",United States,-0.19
"Sep 21, 2020",Spain,-0.13
"Sep 21, 2020",Italy,0.08
"Sep 21, 2020",France,0.09
"Sep 21, 2020",Malaysia,0.09
"Sep 20, 2020",Spain,-0.14
"Sep 20, 2020",United States,-0.04
"Sep 20, 2020",France,0.06
"Sep 20, 2020",Malaysia,0.09
"Sep 20, 2020",Italy,0.26
"Sep 19, 2020",Spain,-0.17
"Sep 19, 2020",France,-0.16
"Sep 19, 2020",United States,-0.12
"Sep 19, 2020",Malaysia,0.05
"Sep 19, 2020",Italy,0.14
"Sep 18, 2020",United States,-0.18
"Sep 18, 2020",Spain,-0.16
"Sep 18, 2020",Malaysia,0.04
"Sep 18, 2020",France,0.04
"Sep 18, 2020",Italy,0.09
"Sep 17, 2020",United States,-0.19
"Sep 17, 2020",Spain,-0.11
"Sep 17, 2020",Malaysia,0.05
"Sep 17, 2020",Italy,0.06
"Sep 17, 2020",France,0.11
"Sep 16, 2020",United States,-0.2
"Sep 16, 2020",Spain,-0.09
"Sep 16, 2020",Italy,0.04
"Sep 16, 2020",France,0.11
"Sep 16, 2020",Malaysia,0.17
"Sep 15, 2020",United States,-0.22
"Sep 15, 2020",Spain,-0.08
"Sep 15, 2020",Italy,0.12
"Sep 15, 2020",France,0.13
"Sep 15, 2020",Malaysia,0.22
"Sep 14, 2020",United States,-0.21
"Sep 14, 2020",Spain,-0.07
"Sep 14, 2020",Malaysia,0.07
"Sep 14, 2020",Italy,0.12
"Sep 14, 2020",France,0.13
"Sep 13, 2020",United States,-0.08
"Sep 13, 2020",Malaysia,0.08
"Sep 13, 2020",Spain,0.14
"Sep 13, 2020",France,0.21
"Sep 13, 2020",Italy,0.42
"Sep 12, 2020",United States,-0.15
"Sep 12, 2020",France,-0.09
"Sep 12, 2020",Spain,0.0
"Sep 12, 2020",Malaysia,0.03
"Sep 12, 2020",Italy,0.26
"Sep 11, 2020",United States,-0.21
"Sep 11, 2020",Spain,-0.05
"Sep 11, 2020",Malaysia,0.04
"Sep 11, 2020",France,0.06
"Sep 11, 2020",Italy,0.12
"Sep 10, 2020",United States,-0.19
"Sep 10, 2020",Spain,0.05
"Sep 10, 2020",Malaysia,0.05
"Sep 10, 2020",Italy,0.1
"Sep 10, 2020",France,0.12
"Sep 9, 2020",United States,-0.19
"Sep 9, 2020",Spain,-0.05
"Sep 9, 2020",Malaysia,0.06
"Sep 9, 2020",Italy,0.07
"Sep 9, 2020",France,0.11
"Sep 8, 2020",Spain,-0.02
"Sep 8, 2020",United States,-0.01
"Sep 8, 2020",Malaysia,0.07
"Sep 8, 2020",France,0.13
"Sep 8, 2020",Italy,0.17
"Sep 7, 2020",Spain,0.01
"Sep 7, 2020",United States,0.03
"Sep 7, 2020",Malaysia,0.08
"Sep 7, 2020",France,0.12
"Sep 7, 2020",Italy,0.21
"Sep 6, 2020",United States,-0.05
"Sep 6, 2020",Malaysia,0.09
"Sep 6, 2020",France,0.12
"Sep 6, 2020",Spain,0.14
"Sep 6, 2020",Italy,0.52
"Sep 5, 2020",France,-0.08
"Sep 5, 2020",United States,0.01
"Sep 5, 2020",Malaysia,0.06
"Sep 5, 2020",Spain,0.09
"Sep 5, 2020",Italy,0.36
"Sep 4, 2020",United States,-0.04
"Sep 4, 2020",Spain,-0.04
"Sep 4, 2020",Malaysia,0.04
"Sep 4, 2020",France,0.04
"Sep 4, 2020",Italy,0.14
"Sep 3, 2020",United States,-0.14
"Sep 3, 2020",Spain,-0.01
"Sep 3, 2020",Malaysia,0.04
"Sep 3, 2020",Italy,0.08
"Sep 3, 2020",France,0.1
"Sep 2, 2020",United States,-0.19
"Sep 2, 2020",Spain,0.01
"Sep 2, 2020",Malaysia,0.03
"Sep 2, 2020",Italy,0.04
"Sep 2, 2020",France,0.09
"Sep 1, 2020",United States,-0.21
"Sep 1, 2020",Spain,0.09
"Sep 1, 2020",Malaysia,0.11
"Sep 1, 2020",France,0.12
"Sep 1, 2020",Italy,0.18
"Aug 31, 2020",United States,-0.17
"Aug 31, 2020",France,0.19
"Aug 31, 2020",Spain,0.26
"Aug 31, 2020",Italy,0.36
"Aug 31, 2020",Malaysia,0.46
"Aug 30, 2020",United States,-0.04
"Aug 30, 2020",France,0.25
"Aug 30, 2020",Malaysia,0.28
"Aug 30, 2020",Spain,0.36
"Aug 30, 2020",Italy,0.56
"Aug 29, 2020",United States,-0.16
"Aug 29, 2020",France,0.01
"Aug 29, 2020",Malaysia,0.05
"Aug 29, 2020",Spain,0.21
"Aug 29, 2020",Italy,0.37
"Aug 28, 2020",United States,-0.14
"Aug 28, 2020",Spain,-0.01
"Aug 28, 2020",Malaysia,0.08
"Aug 28, 2020",France,0.08
"Aug 28, 2020",Italy,0.15
"Aug 27, 2020",United States,-0.16
"Aug 27, 2020",Malaysia,0.05
"Aug 27, 2020",Spain,0.24
"Aug 27, 2020",Italy,0.27
"Aug 27, 2020",France,0.31
"Aug 26, 2020",United States,-0.16
"Aug 26, 2020",Malaysia,0.0
"Aug 26, 2020",Italy,0.22
"Aug 26, 2020",Spain,0.25
